Country Name,Legislation and sources,度量名称,度量值,纬度(生成),经度(生成)
Mali,"Children under the age of 13 are conclusively presumed not to have the capacity to commit a criminal offence. A child aged 13 to 18 can only be held criminally responsible where he or she acted with discernment. [Ordonnance No. 02-062 /P-RM du 5 juin 2002, Article 98.]",Minimum age of criminal responsibility,13,18.211,-2.209
Maldives,"The Penal Code 2014 does not set a clear minimum age of criminal responsibility, but frames the issue using the “excuse” of lack of maturity. A person is “excused” of a criminal offence if he or she lacks the maturity of an adult and as a result lacks lacks the capacity to accurately perceive the physical consequences of his or her conduct; to appreciate the wrongfulness of his or her conduct; or to control his or her conduct. People under the age of 15 are conclusively presumed to be excused of any criminal offence with which he or she is accused. A person aged 15 to 18 is presumed to be excused of any criminal offence unless the prosecution rebut the presumption of immaturity. A person who was under the age of 18 at the time of an alleged offence and meets the requirements of this “excuse” must be transferred to the Juvenile Court, which has exclusive jurisdiction in any subsequent proceedings.[Penal Code 2014, Section 53]

However; this restriction does not apply to offences punishable under Sharia law or for violent felony offences, for which the penalty is postponed until the child reaches the age of 18. Under the Regulation on Conducting Trials, Investigations and Sentencing Fairly for Offences Committed by Minors 2006, children can be held criminally responsible from puberty for the offences of apostasy, revolution against the state, fornication, falsely accusing a person of fornication, consumption of alcohol, unlawful intentional killing and other offences relating to homicide. [Regulation on Conducting Trials, Investigations and Sentencing Fairly for Offences Committed by Minors, Article 5(a)-(c)]",记录数,1,4.221,73.463
Maldives,"The Penal Code 2014 does not set a clear minimum age of criminal responsibility, but frames the issue using the “excuse” of lack of maturity. A person is “excused” of a criminal offence if he or she lacks the maturity of an adult and as a result lacks lacks the capacity to accurately perceive the physical consequences of his or her conduct; to appreciate the wrongfulness of his or her conduct; or to control his or her conduct. People under the age of 15 are conclusively presumed to be excused of any criminal offence with which he or she is accused. A person aged 15 to 18 is presumed to be excused of any criminal offence unless the prosecution rebut the presumption of immaturity. A person who was under the age of 18 at the time of an alleged offence and meets the requirements of this “excuse” must be transferred to the Juvenile Court, which has exclusive jurisdiction in any subsequent proceedings.[Penal Code 2014, Section 53]

However; this restriction does not apply to offences punishable under Sharia law or for violent felony offences, for which the penalty is postponed until the child reaches the age of 18. Under the Regulation on Conducting Trials, Investigations and Sentencing Fairly for Offences Committed by Minors 2006, children can be held criminally responsible from puberty for the offences of apostasy, revolution against the state, fornication, falsely accusing a person of fornication, consumption of alcohol, unlawful intentional killing and other offences relating to homicide. [Regulation on Conducting Trials, Investigations and Sentencing Fairly for Offences Committed by Minors, Article 5(a)-(c)]",Minimum age of criminal responsibility,15,4.221,73.463
Malaysia,"Malaysia has a dual system of secular and Islamic law, which has resulted in a number of different minimum ages of responsibility depending on which branch of the law is applicable.

Under the Penal Code, a person can be held criminally responsible from the age of 10. [Penal Code, Article 82. See also Child Act Article 2]
Under the Syariah Criminal Offences (Federal Territories) Act 1997, Muslim children can be held criminally responsible from the onset of puberty. [Syariah Criminal Offences (Federal Territories) Act 1997, Articles 2 and 51]
Offences under the Internal Security Act can be prosecuted regardless of age. [Essential (Security Cases) Regulations 1975, Article 3]",记录数,1,4.416,102.099
Malaysia,"Malaysia has a dual system of secular and Islamic law, which has resulted in a number of different minimum ages of responsibility depending on which branch of the law is applicable.

Under the Penal Code, a person can be held criminally responsible from the age of 10. [Penal Code, Article 82. See also Child Act Article 2]
Under the Syariah Criminal Offences (Federal Territories) Act 1997, Muslim children can be held criminally responsible from the onset of puberty. [Syariah Criminal Offences (Federal Territories) Act 1997, Articles 2 and 51]
Offences under the Internal Security Act can be prosecuted regardless of age. [Essential (Security Cases) Regulations 1975, Article 3]",Minimum age of criminal responsibility,10,4.416,102.099
Malawi,"A child under the age of seven is not criminally responsible for any act or omission. A child older than seven but younger than 12 can only be held criminally responsible if it can be proved that at the time of the alleged offence he or she had capacity to know that he or she ought not to do the act or make the omission. A male person under the age of 12 is presumed to be incapable of having carnal knowledge, a provision that prevents the prosecution of younger boys for certain sexual offences. [Penal Code]",记录数,1,-13.2731,33.7428
Malawi,"A child under the age of seven is not criminally responsible for any act or omission. A child older than seven but younger than 12 can only be held criminally responsible if it can be proved that at the time of the alleged offence he or she had capacity to know that he or she ought not to do the act or make the omission. A male person under the age of 12 is presumed to be incapable of having carnal knowledge, a provision that prevents the prosecution of younger boys for certain sexual offences. [Penal Code]",Minimum age of criminal responsibility,7,-13.2731,33.7428
Madagascar,"A child under the age of 13 cannot be held criminally responsible [Ordonnance No. 62-038 du 19 septembre 1962 sur la protection de l'enfance, Article 35]. Children aged 13 to 16 can be held criminally responsible, but the court has discretion in this regard [Ordonnance No. 2-038 du 19 septembre 1962 sur la protection de l'enfance, Articles 44 and 46.]",记录数,1,-19.615,46.645
Madagascar,"A child under the age of 13 cannot be held criminally responsible [Ordonnance No. 62-038 du 19 septembre 1962 sur la protection de l'enfance, Article 35]. Children aged 13 to 16 can be held criminally responsible, but the court has discretion in this regard [Ordonnance No. 2-038 du 19 septembre 1962 sur la protection de l'enfance, Articles 44 and 46.]",Minimum age of criminal responsibility,13,-19.615,46.645
"Macedonia, Former Yugoslav Republic of","Criminal sanctions may not be applied to persons younger than fourteen years at the time they committed an offence. [Criminal Code, Article 71]",记录数,1,41.636,21.676
"Macedonia, Former Yugoslav Republic of","Criminal sanctions may not be applied to persons younger than fourteen years at the time they committed an offence. [Criminal Code, Article 71]",Minimum age of criminal responsibility,14,41.636,21.676
Luxembourg,"The Law on the Protection of Children (Loi du 10 Août 1992 relative à la protection de la jeunesse) provides that generally persons under 18 must be dealt with by the youth courts, where measures taken are aimed at protection, care, therapy and education. [Loi du 10 août 1992 relative à la protection de la jeunesse, Articles 1 and 2]

However, children can be directed to the adult courts and subject to adult penalties from the age of 16. Furthermore, the powers of the Youth Court are in some circumstances of a penal or correctional nature, including deprivation of liberty generally and solitary confinement of up to 10 days. There is no lower age limit for these measures. [Loi du 10 août 1992 relative à la protection de la jeunesse, Article 32 and Cipriani, Children's Rights and the Minimum Age of Criminal Responsibility: A Global Perspective, 2009, p. 212]",记录数,1,49.671,6.113
Luxembourg,"The Law on the Protection of Children (Loi du 10 Août 1992 relative à la protection de la jeunesse) provides that generally persons under 18 must be dealt with by the youth courts, where measures taken are aimed at protection, care, therapy and education. [Loi du 10 août 1992 relative à la protection de la jeunesse, Articles 1 and 2]

However, children can be directed to the adult courts and subject to adult penalties from the age of 16. Furthermore, the powers of the Youth Court are in some circumstances of a penal or correctional nature, including deprivation of liberty generally and solitary confinement of up to 10 days. There is no lower age limit for these measures. [Loi du 10 août 1992 relative à la protection de la jeunesse, Article 32 and Cipriani, Children's Rights and the Minimum Age of Criminal Responsibility: A Global Perspective, 2009, p. 212]",Minimum age of criminal responsibility,0,49.671,6.113
Lithuania,"Generally, a person can only be held responsible for a crime or misdemeanour if he or she has attained the age of 16. Persons aged 14 or older can be found guilty of a number of specific offences named under Article 13(2) of the Criminal Code. These offences include murder; serious impairment to health; rape; sexual harassment; theft; robbery; extortion of property; destruction of or damage to property; seizure of a firearm, ammunition, explosives or explosive materials; theft, racketeering or other illicit seizure of narcotic or psychotropic substances; damage to vehicles or roads and facilities thereof. [Criminal Code, Article 13(1) and (2)]",记录数,1,55.342,24.23
Lithuania,"Generally, a person can only be held responsible for a crime or misdemeanour if he or she has attained the age of 16. Persons aged 14 or older can be found guilty of a number of specific offences named under Article 13(2) of the Criminal Code. These offences include murder; serious impairment to health; rape; sexual harassment; theft; robbery; extortion of property; destruction of or damage to property; seizure of a firearm, ammunition, explosives or explosive materials; theft, racketeering or other illicit seizure of narcotic or psychotropic substances; damage to vehicles or roads and facilities thereof. [Criminal Code, Article 13(1) and (2)]",Minimum age of criminal responsibility,14,55.342,24.23
Liechtenstein,"Persons under the age of 14 at the time an offence was committed cannot be held criminally liable. [Jugendgerichtsgesetz (Juvenile Court Act) 1998, Section 2(1) and (2)]",记录数,1,47.1593,9.547
Liechtenstein,"Persons under the age of 14 at the time an offence was committed cannot be held criminally liable. [Jugendgerichtsgesetz (Juvenile Court Act) 1998, Section 2(1) and (2)]",Minimum age of criminal responsibility,14,47.1593,9.547
Libya,"Children can be held criminally responsible for all offences from the age of 14, though only if capable of discernment. A child aged over seven but younger than 14 cannot be held criminally responsible in the same way as an older child, but can be subject to “preventive measures” which include detention in a juvenile education and guidance centre.[ Penal Code, Articles 80 and 81. See Second periodic report of Libya to the UN Committee on the Rights of the Child, CRC/C/93/Add.1, 19 September 2002]",记录数,1,27.24,17.571
Libya,"Children can be held criminally responsible for all offences from the age of 14, though only if capable of discernment. A child aged over seven but younger than 14 cannot be held criminally responsible in the same way as an older child, but can be subject to “preventive measures” which include detention in a juvenile education and guidance centre.[ Penal Code, Articles 80 and 81. See Second periodic report of Libya to the UN Committee on the Rights of the Child, CRC/C/93/Add.1, 19 September 2002]",Minimum age of criminal responsibility,7,27.24,17.571
Liberia,"A “juvenile delinquent is a juvenile who has attained the age of seven but is younger than 18 [Juvenile Court Procedural Code, Section 11.11(b)]. A child under the age of seven is considered incapable of being “a delinquent” [Juvenile Court Procedural Code, Section 11.1. As per American Bar Association Africa Law Initiative and United Nations Children's Fund, Assessment of the Liberian juvenile justice system, July 2006] However, in national terminology, a person is not considered “criminally responsible” for his or her behaviour while under the age of 16 [Penal Code, Section 4.1]. A “juvenile” is defined as any person under the age of 18 [Juvenile Court Procedural Code, Section11.11(a).].",记录数,1,6.51,-9.33
Liberia,"A “juvenile delinquent is a juvenile who has attained the age of seven but is younger than 18 [Juvenile Court Procedural Code, Section 11.11(b)]. A child under the age of seven is considered incapable of being “a delinquent” [Juvenile Court Procedural Code, Section 11.1. As per American Bar Association Africa Law Initiative and United Nations Children's Fund, Assessment of the Liberian juvenile justice system, July 2006] However, in national terminology, a person is not considered “criminally responsible” for his or her behaviour while under the age of 16 [Penal Code, Section 4.1]. A “juvenile” is defined as any person under the age of 18 [Juvenile Court Procedural Code, Section11.11(a).].",Minimum age of criminal responsibility,7,6.51,-9.33
Lesotho,"No child under the age of 10 can be prosecuted for a criminal offence. A child aged 10 to 14 can only be prosecuted where an inquiry magistrate is satisfied that “the child possesses the capacity to appreciate the difference between right and wrong and has the ability to act in accordance with that appreciation.” The onus is on the prosecution to prove beyond reasonable doubt that a child has this capacity. [Children's Protection and Welfare Act 2011, No. 7 of 2011, Section 79(1) - (4)]",记录数,1,-29.446,28.371
Lesotho,"No child under the age of 10 can be prosecuted for a criminal offence. A child aged 10 to 14 can only be prosecuted where an inquiry magistrate is satisfied that “the child possesses the capacity to appreciate the difference between right and wrong and has the ability to act in accordance with that appreciation.” The onus is on the prosecution to prove beyond reasonable doubt that a child has this capacity. [Children's Protection and Welfare Act 2011, No. 7 of 2011, Section 79(1) - (4)]",Minimum age of criminal responsibility,10,-29.446,28.371
Lebanon,"Children under the age of seven cannot be held criminally responsible. [Law Number 422 of 2002 on the protection of juveniles in conflict with the law or at risk, Article 3.]",记录数,1,34.161,36.021
Lebanon,"Children under the age of seven cannot be held criminally responsible. [Law Number 422 of 2002 on the protection of juveniles in conflict with the law or at risk, Article 3.]",Minimum age of criminal responsibility,7,34.161,36.021
Latvia,"A person cannot be held criminally liable for an offence allegedly committed while under the age of 14. [Criminal Code, Section 11]",记录数,1,57.017,25.0173
Latvia,"A person cannot be held criminally liable for an offence allegedly committed while under the age of 14. [Criminal Code, Section 11]",Minimum age of criminal responsibility,14,57.017,25.0173
"Lao, PDR","No one can be held criminally responsible for an action carried out while under the age of 15.[ Penal Law, Articles 7 and 17]",记录数,1,19.595,102.538
"Lao, PDR","No one can be held criminally responsible for an action carried out while under the age of 15.[ Penal Law, Articles 7 and 17]",Minimum age of criminal responsibility,15,19.595,102.538
Kyrgyzstan,"Children aged 16 at the time of an alleged offence may be held criminally liable for any offence [Criminal Code, Article 18(1)]. For a number of offences specifically listed in the Criminal Code, children can be held criminally responsible from the age of 14. [See Criminal Code, Article 18(2)]",记录数,1,41.741,75.043
Kyrgyzstan,"Children aged 16 at the time of an alleged offence may be held criminally liable for any offence [Criminal Code, Article 18(1)]. For a number of offences specifically listed in the Criminal Code, children can be held criminally responsible from the age of 14. [See Criminal Code, Article 18(2)]",Minimum age of criminal responsibility,14,41.741,75.043
Kuwait,"Persons under the age of seven cannot be held criminally responsible [Juveniles Act, Article 6]. Children aged seven to 15 who commit unlawful acts may be subject to penalties under the Juvenile Act, including detention in an institution. [Juvenile Act No. 3 of 1983, Article 6]",记录数,1,29.3169,47.4272
Kuwait,"Persons under the age of seven cannot be held criminally responsible [Juveniles Act, Article 6]. Children aged seven to 15 who commit unlawful acts may be subject to penalties under the Juvenile Act, including detention in an institution. [Juvenile Act No. 3 of 1983, Article 6]",Minimum age of criminal responsibility,7,29.3169,47.4272
"Korea, Republic of","No one can be punished for an offence committed while under the age of 14 [Criminal Act, Article 9]. Children can be subject to protection measures from the age of 12, which include placement in child welfare institutions, juvenile protection institutions and juvenile training schools or reformatories. [For further reading, see Cipriani, D. (2009), Children’s Rights and the Minimum Age of Criminal Responsibility: A Global Perspective, Farnham: Ashgate Publishing Limited, p. 213]",记录数,1,36.338,128.16
"Korea, Republic of","No one can be punished for an offence committed while under the age of 14 [Criminal Act, Article 9]. Children can be subject to protection measures from the age of 12, which include placement in child welfare institutions, juvenile protection institutions and juvenile training schools or reformatories. [For further reading, see Cipriani, D. (2009), Children’s Rights and the Minimum Age of Criminal Responsibility: A Global Perspective, Farnham: Ashgate Publishing Limited, p. 213]",Minimum age of criminal responsibility,12,36.338,128.16
"Korea, Democratic People's Republic of","No person may be held criminally responsible for an offence committed while under the age of 14. [The Criminal Code, Art. 11 and the Criminal Procedure Law, Article 53 as per Combined third and fourth periodic reports of the Democratic People's Republic of Korea to the UN Committee on the Rights of the Child, CRC/C/PRK/4, 15 January 2008, paras. 14 and 232]",记录数,1,39.767,126.389
"Korea, Democratic People's Republic of","No person may be held criminally responsible for an offence committed while under the age of 14. [The Criminal Code, Art. 11 and the Criminal Procedure Law, Article 53 as per Combined third and fourth periodic reports of the Democratic People's Republic of Korea to the UN Committee on the Rights of the Child, CRC/C/PRK/4, 15 January 2008, paras. 14 and 232]",Minimum age of criminal responsibility,14,39.767,126.389
Kiribati,"No person under the age of 10 can be held criminally responsible. A person between the ages of 10 and 14 can only be held criminally responsible for an act or omission where he or she “had capacity to know that he ought not to do the act or make the omission.” A male person under the age of 12 is considered incapable of having sexual intercourse, a provision which prevents the prosecution of younger boys for certain sexual offences. [Penal Code, Section 14]",记录数,1,2.048,-158.59
Kiribati,"No person under the age of 10 can be held criminally responsible. A person between the ages of 10 and 14 can only be held criminally responsible for an act or omission where he or she “had capacity to know that he ought not to do the act or make the omission.” A male person under the age of 12 is considered incapable of having sexual intercourse, a provision which prevents the prosecution of younger boys for certain sexual offences. [Penal Code, Section 14]",Minimum age of criminal responsibility,10,2.048,-158.59
Kenya,"No one under the age of eight can be held criminally responsible. A child over the age of eight but younger than 12 can only be held criminally responsible where he or she had the capacity to know that he ought not to do the act or make the omission at the time of the alleged offence. A male person under the age of 12 is presumed to be incapable of having carnal knowledge, a provision that prevents the prosecution of younger boys for certain sexual offences. [Penal Code, Section 14(1) and (2)]",记录数,1,0.806,38.166
Kenya,"No one under the age of eight can be held criminally responsible. A child over the age of eight but younger than 12 can only be held criminally responsible where he or she had the capacity to know that he ought not to do the act or make the omission at the time of the alleged offence. A male person under the age of 12 is presumed to be incapable of having carnal knowledge, a provision that prevents the prosecution of younger boys for certain sexual offences. [Penal Code, Section 14(1) and (2)]",Minimum age of criminal responsibility,8,0.806,38.166
Kazakhstan,"A person can be held criminally liable for any offence committed while over the age of 16 [Criminal Code, Article 15(1)]. For offences specifically listed in the criminal code children can be held criminally responsible from the age of 14. Generally speaking the lower age limit only applies to more serious offences involving violence, though vandalism and deliberate damage to transport vehicles or roads are also included on the list of offences for which a lower minimum age of criminal responsibility is applied. [Criminal Code, Article 15(2)]

Where a juvenile offender has reached either of these ages for criminal liability, but while committing the crime of “a lesser or medium gravity”, he or she was not aware of the nature or social danger of his acts as a result of “mental retardation”, he or she will not be held liable. [Criminal Code, Article 15(3)]",记录数,1,48.866,69.772
Kazakhstan,"A person can be held criminally liable for any offence committed while over the age of 16 [Criminal Code, Article 15(1)]. For offences specifically listed in the criminal code children can be held criminally responsible from the age of 14. Generally speaking the lower age limit only applies to more serious offences involving violence, though vandalism and deliberate damage to transport vehicles or roads are also included on the list of offences for which a lower minimum age of criminal responsibility is applied. [Criminal Code, Article 15(2)]

Where a juvenile offender has reached either of these ages for criminal liability, but while committing the crime of “a lesser or medium gravity”, he or she was not aware of the nature or social danger of his acts as a result of “mental retardation”, he or she will not be held liable. [Criminal Code, Article 15(3)]",Minimum age of criminal responsibility,14,48.866,69.772
"Kansas, United States",,记录数,1,,
"Kansas, United States",,Minimum age of criminal responsibility,10,,
Jordan,Law No. 32 of 2014 concerning Juvenile Law raised the minimum age of criminal responsibility from seven to 12.,记录数,1,30.681,36.279
Jordan,Law No. 32 of 2014 concerning Juvenile Law raised the minimum age of criminal responsibility from seven to 12.,Minimum age of criminal responsibility,12,30.681,36.279
Japan,"The Penal Code asserts that no one can be punished under the criminal law for any act carried out while under the age of 14 [Penal Code, Article 40]. However, amendments made to the Juvenile Act in 2007 permitted the Family Courts to commit children as young as 11 to Juvenile Training Schools under the administration of the Ministry of Justice Correction Bureau. [See Cipriani, D. (2009), Children’s Rights and the Minimum Age of Criminal Responsibility: A Global Perspective, Farnham: Ashgate Publishing Limited, p.201 for further reading]",记录数,1,35.962,137.855
Japan,"The Penal Code asserts that no one can be punished under the criminal law for any act carried out while under the age of 14 [Penal Code, Article 40]. However, amendments made to the Juvenile Act in 2007 permitted the Family Courts to commit children as young as 11 to Juvenile Training Schools under the administration of the Ministry of Justice Correction Bureau. [See Cipriani, D. (2009), Children’s Rights and the Minimum Age of Criminal Responsibility: A Global Perspective, Farnham: Ashgate Publishing Limited, p.201 for further reading]",Minimum age of criminal responsibility,11,35.962,137.855
Jamaica,"Under Israeli military law applied in the West Bank, no person under the age of 12 can be arrested or prosecuted in a military court. [Military Order 1651, Section 191]",记录数,1,18.163,-77.477
Jamaica,"Under Israeli military law applied in the West Bank, no person under the age of 12 can be arrested or prosecuted in a military court. [Military Order 1651, Section 191]",Minimum age of criminal responsibility,12,18.163,-77.477
Italy,"Children under the age of 14 cannot be held criminally liable for any offence and persons aged 14 to 17 (inclusive) can only be held criminally liable where they have been judged capable of forming the necessary criminal intent in relation to the specific offence. [Criminal Code, Articles 97 and 98]",记录数,1,44.3713,11.1084
Italy,"Children under the age of 14 cannot be held criminally liable for any offence and persons aged 14 to 17 (inclusive) can only be held criminally liable where they have been judged capable of forming the necessary criminal intent in relation to the specific offence. [Criminal Code, Articles 97 and 98]",Minimum age of criminal responsibility,14,44.3713,11.1084
Israel,"No person can be held criminally responsible for an act committed while under the age of 12. [Penal Law of Israel-626/1996, Section 34F]",记录数,1,30.992,34.834
Israel,"No person can be held criminally responsible for an act committed while under the age of 12. [Penal Law of Israel-626/1996, Section 34F]",Minimum age of criminal responsibility,12,30.992,34.834
Ireland,"Persons under the age of 12 cannot generally be held liable for any criminal offence, but children aged 10 or 11 can be held criminally liable for murder, manslaughter, rape, rape under section 4 of the Criminal Law (Rape) (Amendment) Act 1990 or aggravated sexual assault.

Where a child under the age of 14 years is charged with a criminal offence, no further proceedings can be taken without the consent of the Director of Public Prosecutions. [Children Act 2001, Section 52(1) and (2); Citizens Information Ireland]",记录数,1,53.214,-7.588
Ireland,"Persons under the age of 12 cannot generally be held liable for any criminal offence, but children aged 10 or 11 can be held criminally liable for murder, manslaughter, rape, rape under section 4 of the Criminal Law (Rape) (Amendment) Act 1990 or aggravated sexual assault.

Where a child under the age of 14 years is charged with a criminal offence, no further proceedings can be taken without the consent of the Director of Public Prosecutions. [Children Act 2001, Section 52(1) and (2); Citizens Information Ireland]",Minimum age of criminal responsibility,10,53.214,-7.588
Iraq,"Children can be held criminally responsible for offences committed from the age of 9. [Juvenile Welfare Law No. 76 of 1983, Articles 47(1) and 108]",记录数,1,33.545,43.278
Iraq,"Children can be held criminally responsible for offences committed from the age of 9. [Juvenile Welfare Law No. 76 of 1983, Articles 47(1) and 108]",Minimum age of criminal responsibility,9,33.545,43.278
Iran,"The Civil Code defines puberty as 15 lunar years for boys, 9 lunar years for girls [Article 1210, Note 1. The Civil Code had previously set the age of maturity at 18, but this was lowered to 15 for boys and 9 for girls by amendments in 1982 (FIDH (International Federation for Human Rights), 2009, IRAN/Death Penalty: A state terror policy, Paris: FIDH)] (i.e. age 14 years and 7 months for boys and 8 years an 9 months for girls). [Cipriani, D. (2009), Children’s Rights and the Minimum Age of Criminal Responsibility: A Global Perspective, Farnham: Ashgate Publishing Limited, p.200]",记录数,1,33.408,54.0418
Iran,"The Civil Code defines puberty as 15 lunar years for boys, 9 lunar years for girls [Article 1210, Note 1. The Civil Code had previously set the age of maturity at 18, but this was lowered to 15 for boys and 9 for girls by amendments in 1982 (FIDH (International Federation for Human Rights), 2009, IRAN/Death Penalty: A state terror policy, Paris: FIDH)] (i.e. age 14 years and 7 months for boys and 8 years an 9 months for girls). [Cipriani, D. (2009), Children’s Rights and the Minimum Age of Criminal Responsibility: A Global Perspective, Farnham: Ashgate Publishing Limited, p.200]",Minimum age of criminal responsibility,8,33.408,54.0418
Indonesia,"People can be held criminally responsible for their actions from the age of 8 [See Third and fourth periodic reports of Indonesia to the UN Committee on the Rights of the Child, CRC/C/IND/3-4, 31 October 2012, para. 165]. As of 2012, a bill that would raise the minimum age of criminal responsibility was under consideration, but at the time of writing, it had not been enacted. [See Inter Press Service, “Commission seeks rehabilitation, not detention”, 10 February 2012]",记录数,1,-0.739,114.045
Indonesia,"People can be held criminally responsible for their actions from the age of 8 [See Third and fourth periodic reports of Indonesia to the UN Committee on the Rights of the Child, CRC/C/IND/3-4, 31 October 2012, para. 165]. As of 2012, a bill that would raise the minimum age of criminal responsibility was under consideration, but at the time of writing, it had not been enacted. [See Inter Press Service, “Commission seeks rehabilitation, not detention”, 10 February 2012]",Minimum age of criminal responsibility,8,-0.739,114.045
India,"No person can be held criminally responsible for an act committed while he or she was under the age of seven [Indian Penal Code, Section 82] and no person can be held criminally responsible for an act committed while under 12 while of “immature understanding”. A child will be considered to be of “immature understanding” when he or she “has not attained sufficient maturity of understanding to judge the nature and consequences of his conduct on that occasion.” [Indian Penal Code 1860, Section 83]",记录数,1,22.741,78.236
India,"No person can be held criminally responsible for an act committed while he or she was under the age of seven [Indian Penal Code, Section 82] and no person can be held criminally responsible for an act committed while under 12 while of “immature understanding”. A child will be considered to be of “immature understanding” when he or she “has not attained sufficient maturity of understanding to judge the nature and consequences of his conduct on that occasion.” [Indian Penal Code 1860, Section 83]",Minimum age of criminal responsibility,7,22.741,78.236
Iceland,"No person can be punished for an offence committed whilst under the age of 15. [Penal Code, Article 14]",记录数,1,64.826,-18.417
Iceland,"No person can be punished for an offence committed whilst under the age of 15. [Penal Code, Article 14]",Minimum age of criminal responsibility,15,64.826,-18.417
Hungary,"People can be held criminally responsible for any offence committed from the age of 14, and from the age of 12 for homicide, voluntary manslaughter, battery, robbery and plundering, provided that the child had the capacity to understand the nature and consequences of his or her act. [Criminal Code, Section 16]",记录数,1,47.174,19.618
Hungary,"People can be held criminally responsible for any offence committed from the age of 14, and from the age of 12 for homicide, voluntary manslaughter, battery, robbery and plundering, provided that the child had the capacity to understand the nature and consequences of his or her act. [Criminal Code, Section 16]",Minimum age of criminal responsibility,12,47.174,19.618
Honduras,"Under the national definition, criminal responsibility begins at 18, though children can be held responsible under the juvenile justice system from the age of 12. [Childhood and Adolescence Code, Article 180]",记录数,1,14.881,-87.123
Honduras,"Under the national definition, criminal responsibility begins at 18, though children can be held responsible under the juvenile justice system from the age of 12. [Childhood and Adolescence Code, Article 180]",Minimum age of criminal responsibility,12,14.881,-87.123
Haiti,"Persons aged 13 or more can be sentenced to penal measures under the Penal Code [Penal Code, Articles 50 and 51].",记录数,1,19.3175,-72.4205
Haiti,"Persons aged 13 or more can be sentenced to penal measures under the Penal Code [Penal Code, Articles 50 and 51].",Minimum age of criminal responsibility,13,19.3175,-72.4205
Guyana,"No person can be held criminally responsible for an offence committed while under the age of 10. [Juvenile Offenders Act, Section 3]",记录数,1,5.17,-58.939
Guyana,"No person can be held criminally responsible for an offence committed while under the age of 10. [Juvenile Offenders Act, Section 3]",Minimum age of criminal responsibility,10,5.17,-58.939
Guinea-Bissau,"The minimum age of criminal responsibility is 16 [ Código Penal Guineense, Decreto Lei No. 4/93, Artigo 10]. CRIN has not been able to locate information on whether children under this age can be subject to measures that amount to deprivation of liberty.",记录数,1,12.191,-14.475
Guinea-Bissau,"The minimum age of criminal responsibility is 16 [ Código Penal Guineense, Decreto Lei No. 4/93, Artigo 10]. CRIN has not been able to locate information on whether children under this age can be subject to measures that amount to deprivation of liberty.",Minimum age of criminal responsibility,16,12.191,-14.475
Guinea,"Children under the age of 10 cannot be subject to criminal prosecution and children under the age of 13 may only be subject to protective measures, educative and supervision measures. [Code Penal, Article 64]

A child between the ages of 13 and 16 can only be sentenced to imprisonment where he or she is judged to have acted with discernment. [Code de L'Enfant Guinéen, Loi L/2008/011/AN du 19 Aout 2008, Article 345]",记录数,1,10.599,-10.907
Guinea,"Children under the age of 10 cannot be subject to criminal prosecution and children under the age of 13 may only be subject to protective measures, educative and supervision measures. [Code Penal, Article 64]

A child between the ages of 13 and 16 can only be sentenced to imprisonment where he or she is judged to have acted with discernment. [Code de L'Enfant Guinéen, Loi L/2008/011/AN du 19 Aout 2008, Article 345]",Minimum age of criminal responsibility,10,10.599,-10.907
Guatemala,"The Constitution asserts that a person can be held criminally responsible from the age of 18 [Constitution, Article 20], though children aged 13 to 18 can be detained in institutions.[ Childhood and Adolescence Integral Protection Law, Article 2]",记录数,1,15.124,-90.711
Guatemala,"The Constitution asserts that a person can be held criminally responsible from the age of 18 [Constitution, Article 20], though children aged 13 to 18 can be detained in institutions.[ Childhood and Adolescence Integral Protection Law, Article 2]",Minimum age of criminal responsibility,13,15.124,-90.711
Grenada,"The Juvenile Justice Act 2012 was enacted in October 2012 and would make substantial amendments to Grenada's juvenile justice system, including by prohibiting life imprisonment for any offence committed while under the age of 18. However, at the time of writing, this Act had not come into force. Until the Juvenile Justice Act enters into force, the sentencing of children is largely governed by the Criminal Code. This profile sets out both sentencing regimes.
Criminal Code

The Criminal Code sets an absolute limit on the minimum age of criminal responsibility at seven, by providing that nothing is an offence which is done by a person under that age.[Criminal Code, Section 50(1)]
Juvenile Justice Act 2012

Under the Juvenile Justice Act 2012, a child under the age of 12 would be presumed capable of committing a criminal offence and children under the age of 12 could only be held criminally responsible where the State can demonstrate this responsibility beyond reasonable doubt. In deciding whether a child under the age of 12 can be held criminally responsible, the Director of Public Prosecutions, the prosecutor or the attorney representing the child could order the evaluation of the child by “a suitably qualified person to be conducted at the expense of the state”. Such an evaluation would have to include an assessment of “the cognitive, emotional, psychological and social development of the child”. [Juvenile Justice Act 2012]

The absolute limit on the minimum age of criminal responsibility at seven years would remain in force.[Criminal Code, Section 50(1)]",记录数,1,12.111,-61.6867
